round,shortname,attackers,victims,firstBloodTeamId,firstBloodTimestamp
218,NorthernFiles,4,6,4,2023-08-03T21:40:06.511Z
218,UberPendragon,2,9,4,2023-08-03T21:28:46.542Z
219,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
219,ArcaneLink,3,7,4,2023-08-03T20:48:51.640Z
219,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
219,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
219,NorthernFiles,4,6,4,2023-08-03T21:40:06.511Z
219,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
220,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
220,ArcaneLink,3,7,4,2023-08-03T20:48:51.640Z
220,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
220,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
220,NorthernFiles,4,6,4,2023-08-03T21:40:06.511Z
220,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
221,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
221,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
221,MaScroll-1,2,5,4,2023-08-03T19:59:31.558Z
221,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
221,NorthernFiles,4,6,4,2023-08-03T21:40:06.511Z
221,UberPendragon,2,9,4,2023-08-03T21:28:46.542Z
222,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
222,ArcaneLink,3,7,4,2023-08-03T20:48:51.640Z
222,MaScroll-1,2,5,4,2023-08-03T19:59:31.558Z
222,MaScroll-2,4,7,6,2023-08-03T18:51:37.167Z
222,NorthernFiles,3,6,4,2023-08-03T21:40:06.511Z
222,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
223,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
223,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
223,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
223,MaScroll-2,4,6,6,2023-08-03T18:51:37.167Z
223,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
223,UberPendragon,2,7,4,2023-08-03T21:28:46.542Z
224,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
224,ArcaneLink,3,6,4,2023-08-03T20:48:51.640Z
224,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
224,MaScroll-2,4,6,6,2023-08-03T18:51:37.167Z
224,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
224,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
225,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
225,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
225,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
225,MaScroll-2,4,6,6,2023-08-03T18:51:37.167Z
225,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
225,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
226,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
226,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
226,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
226,MaScroll-2,4,6,6,2023-08-03T18:51:37.167Z
226,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
226,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
227,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
227,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
227,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
227,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
227,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
227,UberPendragon,2,7,4,2023-08-03T21:28:46.542Z
228,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
228,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
228,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
228,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
228,NorthernFiles,4,6,4,2023-08-03T21:40:06.511Z
228,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
229,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
229,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
229,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
229,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
229,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
229,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
230,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
230,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
230,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
230,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
230,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
230,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
231,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
231,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
231,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
231,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
231,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
231,UberPendragon,2,7,4,2023-08-03T21:28:46.542Z
232,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
232,ArcaneLink,4,4,4,2023-08-03T20:48:51.640Z
232,MaScroll-1,2,3,4,2023-08-03T19:59:31.558Z
232,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
232,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
232,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
233,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
233,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
233,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
233,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
233,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
233,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
234,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
234,ArcaneLink,3,5,4,2023-08-03T20:48:51.640Z
234,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
234,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
234,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
234,UberPendragon,1,7,4,2023-08-03T21:28:46.542Z
235,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
235,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
235,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
235,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
235,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
235,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
236,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
236,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
236,MaScroll-1,2,3,4,2023-08-03T19:59:31.558Z
236,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
236,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
236,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
237,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
237,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
237,MaScroll-1,2,5,4,2023-08-03T19:59:31.558Z
237,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
237,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
237,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
238,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
238,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
238,MaScroll-1,2,5,4,2023-08-03T19:59:31.558Z
238,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
238,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
238,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
239,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
239,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
239,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
239,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
239,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
239,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
240,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
240,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
240,MaScroll-1,2,4,4,2023-08-03T19:59:31.558Z
240,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
240,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
240,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
241,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
241,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
241,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
241,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
241,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
241,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
242,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
242,ArcaneLink,5,6,4,2023-08-03T20:48:51.640Z
242,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
242,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
242,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
242,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
243,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
243,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
243,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
243,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
243,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
243,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
244,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
244,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
244,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
244,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
244,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
244,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
245,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
245,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
245,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
245,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
245,NorthernFiles,3,5,4,2023-08-03T21:40:06.511Z
245,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
246,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
246,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
246,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
246,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
246,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
246,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
247,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
247,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
247,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
247,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
247,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
247,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
248,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
248,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
248,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
248,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
248,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
248,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
249,SeaOfHackerz,4,5,7,2023-08-03T16:38:51.493Z
249,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
249,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
249,MaScroll-2,5,4,6,2023-08-03T18:51:37.167Z
249,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
249,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
250,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
250,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
250,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
250,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
250,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
250,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
251,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
251,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
251,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
251,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
251,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
251,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
252,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
252,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
252,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
252,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
252,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
252,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
253,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
253,ArcaneLink,4,9,4,2023-08-03T20:48:51.640Z
253,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
253,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
253,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
253,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
254,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
254,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
254,MaScroll-1,3,4,4,2023-08-03T19:59:31.558Z
254,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
254,NorthernFiles,4,5,4,2023-08-03T21:40:06.511Z
254,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
255,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
255,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
255,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
255,MaScroll-2,5,5,6,2023-08-03T18:51:37.167Z
255,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
255,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
256,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
256,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
256,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
256,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
256,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
256,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
257,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
257,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
257,MaScroll-1,4,5,4,2023-08-03T19:59:31.558Z
257,MaScroll-2,3,5,6,2023-08-03T18:51:37.167Z
257,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
257,UberPendragon,2,8,4,2023-08-03T21:28:46.542Z
258,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
258,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
258,MaScroll-1,4,4,4,2023-08-03T19:59:31.558Z
258,MaScroll-2,4,4,6,2023-08-03T18:51:37.167Z
258,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
258,UberPendragon,3,9,4,2023-08-03T21:28:46.542Z
259,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
259,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
259,MaScroll-1,4,5,4,2023-08-03T19:59:31.558Z
259,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
259,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
259,UberPendragon,3,9,4,2023-08-03T21:28:46.542Z
260,SeaOfHackerz,6,5,7,2023-08-03T16:38:51.493Z
260,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
260,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
260,MaScroll-2,5,7,6,2023-08-03T18:51:37.167Z
260,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
260,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
261,SeaOfHackerz,5,4,7,2023-08-03T16:38:51.493Z
261,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
261,MaScroll-1,4,5,4,2023-08-03T19:59:31.558Z
261,MaScroll-2,4,6,6,2023-08-03T18:51:37.167Z
261,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
261,UberPendragon,3,9,4,2023-08-03T21:28:46.542Z
262,SeaOfHackerz,6,4,7,2023-08-03T16:38:51.493Z
262,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
262,MaScroll-1,3,5,4,2023-08-03T19:59:31.558Z
262,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
262,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
262,UberPendragon,2,9,4,2023-08-03T21:28:46.542Z
263,SeaOfHackerz,4,5,7,2023-08-03T16:38:51.493Z
263,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
263,MaScroll-1,4,7,4,2023-08-03T19:59:31.558Z
263,MaScroll-2,4,6,6,2023-08-03T18:51:37.167Z
263,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
263,UberPendragon,3,9,4,2023-08-03T21:28:46.542Z
264,SeaOfHackerz,5,6,7,2023-08-03T16:38:51.493Z
264,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
264,MaScroll-1,4,6,4,2023-08-03T19:59:31.558Z
264,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
264,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
264,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
265,SeaOfHackerz,4,6,7,2023-08-03T16:38:51.493Z
265,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
265,MaScroll-1,3,7,4,2023-08-03T19:59:31.558Z
265,MaScroll-2,5,7,6,2023-08-03T18:51:37.167Z
265,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
265,UberPendragon,3,9,4,2023-08-03T21:28:46.542Z
266,SeaOfHackerz,5,6,7,2023-08-03T16:38:51.493Z
266,ArcaneLink,4,7,4,2023-08-03T20:48:51.640Z
266,MaScroll-1,3,7,4,2023-08-03T19:59:31.558Z
266,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
266,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
266,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
267,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
267,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
267,MaScroll-1,4,8,4,2023-08-03T19:59:31.558Z
267,MaScroll-2,5,7,6,2023-08-03T18:51:37.167Z
267,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
267,UberPendragon,3,7,4,2023-08-03T21:28:46.542Z
268,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
268,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
268,MaScroll-1,3,8,4,2023-08-03T19:59:31.558Z
268,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
268,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
268,UberPendragon,3,7,4,2023-08-03T21:28:46.542Z
269,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
269,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
269,MaScroll-1,4,7,4,2023-08-03T19:59:31.558Z
269,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
269,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
269,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
270,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
270,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
270,MaScroll-1,3,7,4,2023-08-03T19:59:31.558Z
270,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
270,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
270,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
